config_hash,log_prime_sse,sse_null_phase_scramble,sse_null_target_shuffle,pcs,pli,ic,c4_contrast,ablated_c4_contrast,j_info_mean,grad_phase_var,max_amp_peak,clamp_fraction_mean,omega_sat_mean
e613d38c4f7ef479f786060a7423d18b894e9baceca60a9963a6e7c74d9abed3,6.69693303900392,7.69557581679263,6.13123668024017,0.000735600246116519,1.0,1.0,4.45508290326893e+17,1.75921600636479e+15,26487794.0,174.308837890625,113.724166870117,1.0,0.0
5e9c14c321c6a02d28e39c6188bdc153b2bac8aa41c9e5057acfbfd0f0c45c97,6.70044264170296,6.84373818528193,5.70701501381819,0.000896655023097992,1.0,1.0,4.45417792603598e+17,1.75921600636479e+15,26477006.0,173.994903564453,115.233215332031,1.0,0.0
cc992b5df15e846d29d91f996f5b2c25808a36eafdbe6f839fafe9df2dd8174c,6.7010339307226,7.52028308214113,5.86167213271045,0.00141307234298438,1.0,1.0,4.44875482796168e+17,1.75921600636479e+15,26462520.0,175.635467529297,114.529663085938,1.0,0.0
87fceb9404ff2b865c405d1d61333627e733eb75c2b8b4e459d859b587acf43e,6.70972884482509,6.85455273811376,7.33513731784902,0.00549752917140722,1.0,1.0,4.45518790665281e+17,1.75921600636479e+15,26483392.0,173.620803833008,114.254920959473,1.0,0.0
ae046fc12e8419cc1e350b2895562681798d63089e0dcb8123e2743e258d1109,6.71105829820358,5.77924925964737,5.81162752555856,0.000399385433411226,1.0,1.0,4.45619112162886e+17,1.75921600636479e+15,26484672.0,173.124374389648,113.943061828613,1.0,0.0
29259dbac5783d12e62effb4f8a8047671c84391a3b0864933dac1fe19d6a0a4,6.7155622958301,5.73280763349215,5.59047531859904,0.000901169667486101,1.0,1.0,4.45528776793515e+17,1.75921600636479e+15,26496330.0,175.477523803711,115.130851745605,1.0,0.0
22e6d371e07f6ceedafaa9c4ddc372d28d96c63bd0ec49d44287b3938618c0dd,6.72009022991073,7.03365488973986,5.9168556308967,0.00262539414688945,1.0,1.0,4.45585716771726e+17,1.75921600636479e+15,26481156.0,172.738784790039,114.237808227539,1.0,0.0
b83ef03ee0f98712391bb094f9e13ca53bfd74010ac6874e443d51a558397820,6.72087527346254,6.96432272351475,6.61413356030029,0.00108809699304402,1.0,1.0,4.45848170991071e+17,1.75921600636479e+15,26508362.0,174.587280273438,114.982498168945,1.0,0.0
5d5251c57b230974422a357fdd2c3172d0e45f25e3facdddd588a0cdf0c74181,6.72618149311582,6.27510096491803,6.27597498310084,0.00159804592840374,1.0,1.0,4.41715558713654e+17,1.75921600636479e+15,26304472.0,178.100631713867,120.216949462891,1.0,0.0
2b5646f71c7cf7d5488be8cd3a547259654c278268d5c339e7cfa53c414d7a4b,6.72618149311582,7.27581194858448,5.82881002412454,0.00159804592840374,1.0,1.0,4.41715558713654e+17,1.75921600636479e+15,26304472.0,178.100631713867,120.216949462891,1.0,0.0
e69651ff6263702da81a0c00d796b898a1b90ec4f5f1b4691623f8f96bcd803f,6.72733179372102,8.41546541808441,6.16446365817306,0.00420314352959394,1.0,1.0,4.45429646063075e+17,1.75921600636479e+15,26488484.0,175.058242797852,114.19278717041,1.0,0.0
e7a19d8ca0aa06744269cead61ed9c11e345b300f8c1868f4b907d493cda023d,6.72825349961994,7.06960634114784,6.33371855627587,0.000568287854548544,1.0,1.0,4.46311971837951e+17,1.75921600636479e+15,26536784.0,175.156860351563,113.212516784668,1.0,0.0
14b7a0367bbf388c359af2e4b2c021b272feaf61ef167d53947358e2ff85f2fe,6.73032115699139,7.26179801680566,6.06682394079182,0.00260607060045004,1.0,1.0,4.4551326986056e+17,1.75921600636479e+15,26491094.0,174.742370605469,115.856094360352,1.0,0.0
20c0d4edaffc165e6b27279984118567790d37b0c94b753c98a92faf0dd132ea,6.73783442428735,7.40954946662387,6.02456199010143,0.00193689099978656,1.0,1.0,4.46569581868491e+17,1.75921600636479e+15,26528108.0,172.139511108398,113.090255737305,1.0,0.0
