run_dir,idx,label,ic_seed,K,target_initial_mass,dx_weighted_target_mass,klass,n_mid,n_fin,late_slope,er_fin,er_max,core_fin,diagnostic_label,compactness_max,core_radius_min,high_k_fraction_max,selection_slug,selection_reason,param_D,param_eta,param_rho_vac,param_omega0,param_a_coupling,param_s,param_f,param_a
CORE_SAT_HUNT_20260624_094432,39,rand,20260619,6,500.0,4.521122685185186,SPIN_DOWN_REJECT,0,0,-4.076016535847115e-05,0.008827223786658943,0.989953727974346,0.0,,,,,,,3.7816,0.1105,0.9914,1.4103,3.6089,0.2202,0.0261,0.2183
CORE_SAT_HUNT_20260624_100311,0,rand,20260619,1,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,4.6502,0.0984,0.2906,0.8025,3.9369,-0.4355,0.4486,0.2799
CORE_SAT_HUNT_20260624_100311,1,rand,20260619,1,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,2.4146,0.0416,0.2658,1.198,0.1119,0.6439,0.2332,0.4006
CORE_SAT_HUNT_20260624_100311,2,rand,20260619,1,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,0.014653451827524672,40.15780026228105,40.15780026228105,0.0,,,,,,,4.7617,0.1471,1.3586,1.4398,0.6044,0.97,-0.388,0.3935
CORE_SAT_HUNT_20260624_100311,3,rand,20260619,1,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,4.449,0.1136,0.9557,1.0003,3.6862,0.4609,-0.1931,0.3247
CORE_SAT_HUNT_20260624_100311,4,rand,20260619,1,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,3.3827,-0.0031,0.3385,1.7092,1.6545,-0.6062,-0.0102,0.3739
CORE_SAT_HUNT_20260624_100311,5,rand,20260619,1,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,0.003129539671834469,11.013168816555172,11.013168816555172,0.0,,,,,,,1.7337,0.1189,1.912,1.0162,3.3099,0.2847,-0.0924,0.3083
CORE_SAT_HUNT_20260624_100311,6,rand,20260619,1,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,1.3389,0.0236,0.2243,0.9751,1.7381,-0.8983,0.3993,0.3247
CORE_SAT_HUNT_20260624_100311,7,rand,20260619,1,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-4.5030610243346836e-05,0.18848863585903594,0.9161801661665814,0.0,,,,,,,1.0274,0.0358,0.7309,1.1828,1.6726,-0.987,-0.4856,0.3455
CORE_SAT_HUNT_20260624_100311,8,rand,20260619,2,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,1.3913,0.1417,0.8556,1.0556,2.1688,0.8277,0.4352,0.3049
CORE_SAT_HUNT_20260624_100311,9,rand,20260619,2,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,0.0007044238765985234,3.2104456582609875,3.2104456582609875,0.0,,,,,,,2.9313,0.0022,0.2748,1.3235,1.3484,0.7715,-0.1253,0.3825
CORE_SAT_HUNT_20260624_100311,10,rand,20260619,2,800.0,7.233796296296298,TRUE_SATURATED_BOUND_STATE,1,2,-2.5199857219061194e-05,0.8189134438340346,0.9765375451463143,0.9195053170003795,,,,,,,0.1227,0.0944,1.0499,0.3503,1.3435,-0.0994,-0.2822,0.3811
CORE_SAT_HUNT_20260624_100311,11,rand,20260619,2,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,1.5328,0.0924,1.6819,0.0393,3.5145,0.9756,0.3115,0.3137
CORE_SAT_HUNT_20260624_100311,12,rand,20260619,2,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,0.0005571486592354679,3.360997591523028,3.360997591523028,0.0,,,,,,,0.9418,-0.0019,0.8044,0.3331,2.0403,-0.7214,0.2929,0.4625
CORE_SAT_HUNT_20260624_100311,13,rand,20260619,2,800.0,7.233796296296298,TRUE_SATURATED_BOUND_STATE,1,1,-5.229198614434524e-05,0.6381450684081721,0.9757770051394659,0.549530731782874,,,,,,,1.2976,0.0576,0.9926,1.7952,3.7466,-0.4704,-0.3442,0.4349
CORE_SAT_HUNT_20260624_100311,14,rand,20260619,2,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-3.180944008869865e-05,0.003862903013103614,0.9753728170346441,0.0,,,,,,,3.7422,0.1368,0.9801,1.9729,0.8226,-0.5291,0.2037,0.4107
CORE_SAT_HUNT_20260624_100311,15,rand,20260619,2,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-4.199122141415988e-05,0.005112701465388599,0.9756276641560837,0.0,,,,,,,1.9315,0.1472,1.8687,1.4434,1.741,-0.9269,0.4729,0.4763
CORE_SAT_HUNT_20260624_100311,16,rand,20260619,3,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,0.6578,0.1351,0.7307,1.0273,0.3925,0.8463,0.0151,0.2696
CORE_SAT_HUNT_20260624_100311,17,rand,20260619,3,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,0.0010950359831603358,5.028108316614819,5.028108316614819,0.0,,,,,,,4.7121,0.0535,0.6185,0.431,1.0316,0.4148,-0.0907,0.4013
CORE_SAT_HUNT_20260624_100311,18,rand,20260619,3,800.0,7.233796296296298,TRANSIENT_GROWER_REJECT,2,2,0.0004094492286320033,2.8075455406710703,2.8075455406710703,0.7632680291654489,,,,,,,3.7966,-0.0046,1.3392,0.0801,1.6713,-0.2628,-0.3651,0.3874
CORE_SAT_HUNT_20260624_100311,19,rand,20260619,3,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-3.157195145738747e-05,0.006214809625509509,0.9782551057691911,0.0,,,,,,,2.5465,0.1186,1.9421,0.7852,0.3442,-0.7727,-0.2728,0.2723
CORE_SAT_HUNT_20260624_100311,20,rand,20260619,3,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,4.1698,0.1351,0.1088,0.1524,3.3319,-0.6765,-0.2401,0.4947
CORE_SAT_HUNT_20260624_100311,21,rand,20260619,3,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,0.3185,0.1275,0.0949,1.7965,2.3725,0.7185,0.0354,0.3666
CORE_SAT_HUNT_20260624_100311,22,rand,20260619,3,800.0,7.233796296296298,NEAR_SATURATED_BOUND_STATE,2,2,0.00027400284581453427,2.0737422546735957,2.0737422546735957,0.7727148543852255,,,,,,,1.9358,-0.0095,0.4171,0.0618,1.3387,-0.0036,-0.4374,0.2803
CORE_SAT_HUNT_20260624_100311,23,rand,20260619,3,800.0,7.233796296296298,TRUE_SATURATED_BOUND_STATE,2,2,9.156450753987617e-05,1.501775185586253,1.501775185586253,0.7237446577887052,,,,,,,3.6315,0.0453,0.4399,0.1967,3.5886,0.4339,0.0903,0.4456
CORE_SAT_HUNT_20260624_100311,24,rand,20260619,4,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-0.00012939564894643443,0.21953777474996425,0.986088906468799,0.0,,,,,,,4.5847,0.0357,0.476,1.5411,3.2902,-0.3276,0.2478,0.2151
CORE_SAT_HUNT_20260624_100311,25,rand,20260619,4,800.0,7.233796296296298,TRUE_SATURATED_BOUND_STATE,3,3,-2.52427589578589e-05,0.8422566953337323,0.9868544963825694,0.8076581538737784,,,,,,,2.8861,0.0663,1.5523,0.6541,3.9815,-0.6166,0.1484,0.4728
CORE_SAT_HUNT_20260624_100311,26,rand,20260619,4,800.0,7.233796296296298,SPIN_DOWN_REJECT,2,2,-0.00010541244180072715,0.4003843259146958,0.9865384506322415,0.21997656021591525,,,,,,,2.8891,0.0405,1.2143,0.2693,1.9369,-0.7098,-0.3974,0.3209
CORE_SAT_HUNT_20260624_100311,27,rand,20260619,4,800.0,7.233796296296298,SPIN_DOWN_REJECT,3,2,-0.0001269579304037128,0.3755476884317965,0.9866876084464935,0.9914939161917318,,,,,,,4.894,0.0854,1.4922,0.8073,2.5562,-0.6036,0.3037,0.4947
CORE_SAT_HUNT_20260624_100311,28,rand,20260619,4,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,0.009508833363365084,26.23805592890964,26.23805592890964,0.0,,,,,,,2.5129,0.143,1.2867,1.4353,2.7576,0.8063,-0.28,0.3954
CORE_SAT_HUNT_20260624_100311,29,rand,20260619,4,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,0.006359337889440416,19.272092008110945,19.272092008110945,0.0,,,,,,,3.2507,-0.0076,0.6972,1.5149,1.7809,0.4821,-0.1835,0.3436
CORE_SAT_HUNT_20260624_100311,30,rand,20260619,4,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,0.08447849165765836,211.95440742586834,211.95440742586834,0.0,,,,,,,3.5236,0.0316,1.5358,1.8442,2.3997,0.7859,-0.2009,0.435
CORE_SAT_HUNT_20260624_100311,31,rand,20260619,4,800.0,7.233796296296298,NEAR_SATURATED_BOUND_STATE,2,2,0.00019323093722037736,1.78144680431375,1.78144680431375,0.4680281913413134,,,,,,,0.1263,0.0089,0.5416,0.6704,3.6821,-0.975,-0.0481,0.4348
CORE_SAT_HUNT_20260624_100311,32,rand,20260619,6,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-0.0001465672249661234,0.14060998848555445,0.9906312403361629,0.0,,,,,,,3.6201,0.0597,1.3871,0.9716,1.9495,-0.325,0.1255,0.3158
CORE_SAT_HUNT_20260624_100311,33,rand,20260619,6,800.0,7.233796296296298,NEAR_SATURATED_BOUND_STATE,5,5,0.00016891424898783883,1.6794335625332506,1.6794335625332506,0.5141522369688688,,,,,,,0.5405,0.025,1.8819,0.4033,3.1001,-0.5226,-0.423,0.4041
CORE_SAT_HUNT_20260624_100311,34,rand,20260619,6,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-0.00014906105626330874,0.0711915891030204,0.9905185462983627,0.0,,,,,,,2.4793,0.0948,1.6947,1.5954,2.3827,-0.1985,-0.0183,0.4605
CORE_SAT_HUNT_20260624_100311,35,rand,20260619,6,800.0,7.233796296296298,LATE_BLOWUP_REJECT,0,0,0.011696897632784845,28.066650268008985,28.066650268008985,0.0,,,,,,,1.6429,0.1112,1.3843,1.3101,0.7999,0.8171,-0.2596,0.238
CORE_SAT_HUNT_20260624_100311,36,rand,20260619,6,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-4.583447811705472e-05,0.0096265641727426,0.9899629379044854,0.0,,,,,,,0.8961,0.1222,1.7495,0.5101,3.7872,-0.824,0.0883,0.3133
CORE_SAT_HUNT_20260624_100311,37,rand,20260619,6,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-0.0001298886291339265,0.23759230212967095,0.9904049968126312,0.0,,,,,,,1.4389,0.0583,0.2294,0.1067,1.8186,-0.5295,-0.4999,0.4318
CORE_SAT_HUNT_20260624_100311,38,rand,20260619,6,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-9.105126100230646e-05,0.07535045473581227,0.9901492119952268,0.0,,,,,,,1.4801,0.0528,0.2011,1.1763,0.158,-0.676,-0.1883,0.2053
CORE_SAT_HUNT_20260624_100311,39,rand,20260619,6,800.0,7.233796296296298,SPIN_DOWN_REJECT,0,0,-4.741422659611892e-05,0.010201501399812603,0.9901114893977622,0.0,,,,,,,3.7816,0.1105,0.9914,1.4103,3.6089,0.2202,0.0261,0.2183
